"id_zona_pnl";"cdmunibge";"nome_zona";"cdmunmdic";"idvisum_mr";"nmmr_pnl";"ufpnl";"regiao";"pais";"continente";"longitude";"latitude"
1675;3205010;Sooretama;3205010;110;Linhares;ES;Sudeste;Brasil;America do Sul;-40.146687;-19.072536
1676;3205036;Vargem Alta;3205036;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.004025;-20.646477
1677;3205069;Venda Nova do Imigrante;3205069;103;Afonso Claudio;ES;Sudeste;Brasil;America do Sul;-41.14022;-20.37043
1678;3205101;Viana;3205101;115;Vitoria;ES;Sudeste;Brasil;America do Sul;-40.512817;-20.400995
1679;3205150;Vila Pavão;3205150;112;Nova Venecia;ES;Sudeste;Brasil;America do Sul;-40.627155;-18.61424
1680;3205176;Vila Valério;3205176;112;Nova Venecia;ES;Sudeste;Brasil;America do Sul;-40.329487;-18.966543
1681;3205200;Vila Velha;3205200;115;Vitoria;ES;Sudeste;Brasil;America do Sul;-40.3783;-20.434042
1682;3205309;Vitória;3205309;115;Vitoria;ES;Sudeste;Brasil;America do Sul;-40.29731;-20.278725
1683;3300100;Angra dos Reis;3300100;371;Baia da Ilha Grande;RJ;Sudeste;Brasil;America do Sul;-44.35286;-22.985044
1684;3300159;Aperibé;3300159;383;Santo Antonio de Padua;RJ;Sudeste;Brasil;America do Sul;-42.134727;-21.652424
1685;3300209;Araruama;3300209;377;Lagos;RJ;Sudeste;Brasil;America do Sul;-42.29325;-22.755173
1686;3300225;Areal;3300225;385;Tres Rios;RJ;Sudeste;Brasil;America do Sul;-43.121925;-22.235102
1687;3300233;Armação de Búzios;3300233;377;Lagos;RJ;Sudeste;Brasil;America do Sul;-41.950058;-22.77608
1688;3300258;Arraial do Cabo;3300258;377;Lagos;RJ;Sudeste;Brasil;America do Sul;-42.15808;-22.925898
1689;3300308;Barra do Piraí;3300308;372;Barra do Pirai;RJ;Sudeste;Brasil;America do Sul;-43.913555;-22.426239
1690;3300407;Barra Mansa;3300407;386;Vale do Paraiba Fluminense;RJ;Sudeste;Brasil;America do Sul;-44.188454;-22.506598
1691;3300456;Belford Roxo;3300456;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.37687;-22.729061
1692;3300506;Bom Jardim;3300506;380;Nova Friburgo;RJ;Sudeste;Brasil;America do Sul;-42.37283;-22.200388
1693;3300605;Bom Jesus do Itabapoana;3300605;376;Itaperuna;RJ;Sudeste;Brasil;America do Sul;-41.683746;-21.123243
1694;3300704;Cabo Frio;3300704;377;Lagos;RJ;Sudeste;Brasil;America do Sul;-42.057217;-22.71036
1695;3300803;Cachoeiras de Macacu;3300803;378;Macacu-Caceribu;RJ;Sudeste;Brasil;America do Sul;-42.728775;-22.515842
1696;3300902;Cambuci;3300902;383;Santo Antonio de Padua;RJ;Sudeste;Brasil;America do Sul;-41.91396;-21.496264
1697;3300936;Carapebus;3300936;379;Macae;RJ;Sudeste;Brasil;America do Sul;-41.651802;-22.196024
1698;3300951;Comendador Levy Gasparian;3300951;385;Tres Rios;RJ;Sudeste;Brasil;America do Sul;-43.25656;-22.043293
1699;3301009;Campos dos Goytacazes;3301009;373;Campos dos Goytacazes;RJ;Sudeste;Brasil;America do Sul;-41.4039;-21.747324
1700;3301108;Cantagalo;3301108;374;Cantagalo-Cordeiro;RJ;Sudeste;Brasil;America do Sul;-42.33448;-21.86874
5190;4115358;Maripá;4115358;366;Toledo;PR;Sul;Brasil;America do Sul;-53.79169;-24.444853
1701;3301157;Cardoso Moreira;3301157;373;Campos dos Goytacazes;RJ;Sudeste;Brasil;America do Sul;-41.50061;-21.525293
1702;3301207;Carmo;3301207;374;Cantagalo-Cordeiro;RJ;Sudeste;Brasil;America do Sul;-42.56865;-21.901133
1703;3301306;Casimiro de Abreu;3301306;370;Bacia de Sao Joao;RJ;Sudeste;Brasil;America do Sul;-42.14422;-22.4822
1704;3301405;Conceição de Macabu;3301405;379;Macae;RJ;Sudeste;Brasil;America do Sul;-41.84285;-22.13506
1705;3301504;Cordeiro;3301504;374;Cantagalo-Cordeiro;RJ;Sudeste;Brasil;America do Sul;-42.342373;-22.058817
1706;3301603;Duas Barras;3301603;380;Nova Friburgo;RJ;Sudeste;Brasil;America do Sul;-42.498543;-22.056593
1707;3301702;Duque de Caxias;3301702;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.2999;-22.632559
1708;3301801;Engenheiro Paulo de Frontin;3301801;387;Vassouras;RJ;Sudeste;Brasil;America do Sul;-43.637695;-22.512558
1709;3301850;Guapimirim;3301850;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-42.96457;-22.583769
1710;3301876;Iguaba Grande;3301876;377;Lagos;RJ;Sudeste;Brasil;America do Sul;-42.217976;-22.828709
1711;3301900;Itaboraí;3301900;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-42.854633;-22.749691
1712;3302007;Itaguaí;3302007;375;Itaguai;RJ;Sudeste;Brasil;America do Sul;-43.817406;-22.844118
1713;3302056;Italva;3302056;376;Itaperuna;RJ;Sudeste;Brasil;America do Sul;-41.65366;-21.424088
1714;3302106;Itaocara;3302106;383;Santo Antonio de Padua;RJ;Sudeste;Brasil;America do Sul;-42.082657;-21.727154
1715;3302205;Itaperuna;3302205;376;Itaperuna;RJ;Sudeste;Brasil;America do Sul;-41.89503;-21.224558
1716;3302254;Itatiaia;3302254;386;Vale do Paraiba Fluminense;RJ;Sudeste;Brasil;America do Sul;-44.58832;-22.441782
1717;3302270;Japeri;3302270;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.605816;-22.661888
1718;3302304;Laje do Muriaé;3302304;376;Itaperuna;RJ;Sudeste;Brasil;America do Sul;-42.13634;-21.250662
1719;3302403;Macaé;3302403;379;Macae;RJ;Sudeste;Brasil;America do Sul;-41.977345;-22.29578
1720;3302452;Macuco;3302452;374;Cantagalo-Cordeiro;RJ;Sudeste;Brasil;America do Sul;-42.27359;-22.024221
1721;3302502;Magé;3302502;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.113136;-22.613592
1722;3302601;Mangaratiba;3302601;375;Itaguai;RJ;Sudeste;Brasil;America do Sul;-44.043156;-22.9537
1723;3302700;Maricá;3302700;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-42.816887;-22.915411
1724;3302809;Mendes;3302809;387;Vassouras;RJ;Sudeste;Brasil;America do Sul;-43.73976;-22.521679
1725;3302858;Mesquita;3302858;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.452557;-22.799559
1726;3302908;Miguel Pereira;3302908;387;Vassouras;RJ;Sudeste;Brasil;America do Sul;-43.469585;-22.506958
1727;3303005;Miracema;3303005;383;Santo Antonio de Padua;RJ;Sudeste;Brasil;America do Sul;-42.15254;-21.395702
1728;3303104;Natividade;3303104;376;Itaperuna;RJ;Sudeste;Brasil;America do Sul;-41.93161;-21.0413
1729;3303203;Nilópolis;3303203;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.42895;-22.821068
1730;3303302;Niterói;3303302;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.055428;-22.91513
1731;3303401;Nova Friburgo;3303401;380;Nova Friburgo;RJ;Sudeste;Brasil;America do Sul;-42.501495;-22.319807
1732;3303500;Nova Iguaçu;3303500;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.501896;-22.687433
1733;3303609;Paracambi;3303609;387;Vassouras;RJ;Sudeste;Brasil;America do Sul;-43.72558;-22.621904
1734;3303708;Paraíba do Sul;3303708;385;Tres Rios;RJ;Sudeste;Brasil;America do Sul;-43.305695;-22.18381
1735;3303807;Paraty;3303807;371;Baia da Ilha Grande;RJ;Sudeste;Brasil;America do Sul;-44.70618;-23.148436
1736;3303856;Paty do Alferes;3303856;387;Vassouras;RJ;Sudeste;Brasil;America do Sul;-43.405617;-22.366194
1737;3303906;Petrópolis;3303906;384;Serrana;RJ;Sudeste;Brasil;America do Sul;-43.157307;-22.398552
1738;3303955;Pinheiral;3303955;386;Vale do Paraiba Fluminense;RJ;Sudeste;Brasil;America do Sul;-43.998817;-22.541864
1739;3304003;Piraí;3304003;386;Vale do Paraiba Fluminense;RJ;Sudeste;Brasil;America do Sul;-43.90455;-22.633883
1740;3304102;Porciúncula;3304102;376;Itaperuna;RJ;Sudeste;Brasil;America do Sul;-41.964832;-20.90849
1741;3304110;Porto Real;3304110;386;Vale do Paraiba Fluminense;RJ;Sudeste;Brasil;America do Sul;-44.326027;-22.441061
1742;3304128;Quatis;3304128;386;Vale do Paraiba Fluminense;RJ;Sudeste;Brasil;America do Sul;-44.236923;-22.355
1743;3304144;Queimados;3304144;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.585045;-22.725567
1744;3304151;Quissamã;3304151;379;Macae;RJ;Sudeste;Brasil;America do Sul;-41.440495;-22.104303
1745;3304201;Resende;3304201;386;Vale do Paraiba Fluminense;RJ;Sudeste;Brasil;America do Sul;-44.484867;-22.440674
1746;3304300;Rio Bonito;3304300;378;Macacu-Caceribu;RJ;Sudeste;Brasil;America do Sul;-42.58846;-22.734669
1747;3304409;Rio Claro;3304409;386;Vale do Paraiba Fluminense;RJ;Sudeste;Brasil;America do Sul;-44.079075;-22.782104
1748;3304508;Rio das Flores;3304508;372;Barra do Pirai;RJ;Sudeste;Brasil;America do Sul;-43.539352;-22.160051
1749;3304524;Rio das Ostras;3304524;370;Bacia de Sao Joao;RJ;Sudeste;Brasil;America do Sul;-41.946808;-22.454205
1750;3304557;Rio de Janeiro;3304557;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.450928;-22.923222
1751;3304607;Santa Maria Madalena;3304607;382;Santa Maria Madalena;RJ;Sudeste;Brasil;America do Sul;-41.913124;-21.969757
1752;3304706;Santo Antônio de Pádua;3304706;383;Santo Antonio de Padua;RJ;Sudeste;Brasil;America do Sul;-42.192722;-21.555931
1753;3304755;São Francisco de Itabapoana;3304755;373;Campos dos Goytacazes;RJ;Sudeste;Brasil;America do Sul;-41.134644;-21.418268
1754;3304805;São Fidélis;3304805;373;Campos dos Goytacazes;RJ;Sudeste;Brasil;America do Sul;-41.787605;-21.660141
1755;3304904;São Gonçalo;3304904;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-42.99723;-22.82565
1756;3305000;São João da Barra;3305000;373;Campos dos Goytacazes;RJ;Sudeste;Brasil;America do Sul;-41.080654;-21.781649
1757;3305109;São João de Meriti;3305109;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-43.365303;-22.785149
1758;3305133;São José de Ubá;3305133;383;Santo Antonio de Padua;RJ;Sudeste;Brasil;America do Sul;-41.94919;-21.370481
1759;3305158;São José do Vale do Rio Preto;3305158;384;Serrana;RJ;Sudeste;Brasil;America do Sul;-42.93302;-22.16975
1760;3305208;São Pedro da Aldeia;3305208;377;Lagos;RJ;Sudeste;Brasil;America do Sul;-42.12491;-22.78747
1761;3305307;São Sebastião do Alto;3305307;382;Santa Maria Madalena;RJ;Sudeste;Brasil;America do Sul;-42.102432;-21.883549
1762;3305406;Sapucaia;3305406;385;Tres Rios;RJ;Sudeste;Brasil;America do Sul;-42.822628;-22.024183
1763;3305505;Saquarema;3305505;377;Lagos;RJ;Sudeste;Brasil;America do Sul;-42.518692;-22.87797
1764;3305554;Seropédica;3305554;375;Itaguai;RJ;Sudeste;Brasil;America do Sul;-43.70262;-22.759624
1765;3305604;Silva Jardim;3305604;370;Bacia de Sao Joao;RJ;Sudeste;Brasil;America do Sul;-42.413292;-22.567726
1766;3305703;Sumidouro;3305703;380;Nova Friburgo;RJ;Sudeste;Brasil;America do Sul;-42.667107;-22.112602
1767;3305752;Tanguá;3305752;381;Rio de Janeiro;RJ;Sudeste;Brasil;America do Sul;-42.725594;-22.781624
1768;3305802;Teresópolis;3305802;384;Serrana;RJ;Sudeste;Brasil;America do Sul;-42.87382;-22.314001
1769;3305901;Trajano de Moraes;3305901;382;Santa Maria Madalena;RJ;Sudeste;Brasil;America do Sul;-42.155807;-22.13016
1770;3306008;Três Rios;3306008;385;Tres Rios;RJ;Sudeste;Brasil;America do Sul;-43.114204;-22.124065
1771;3306107;Valença;3306107;372;Barra do Pirai;RJ;Sudeste;Brasil;America do Sul;-43.857937;-22.234701
1772;3306156;Varre-Sai;3306156;376;Itaperuna;RJ;Sudeste;Brasil;America do Sul;-41.829777;-20.892582
1773;3306206;Vassouras;3306206;387;Vassouras;RJ;Sudeste;Brasil;America do Sul;-43.575287;-22.36097
1774;3306305;Volta Redonda;3306305;386;Vale do Paraiba Fluminense;RJ;Sudeste;Brasil;America do Sul;-44.088554;-22.491234
1775;3500105;Adamantina;3400105;487;Adamantina;SP;Sudeste;Brasil;America do Sul;-51.0568;-21.576683
1776;3500204;Adolfo;3400204;543;Sao Jose do Rio Preto;SP;Sudeste;Brasil;America do Sul;-49.653282;-21.288685
1777;3500303;Aguaí;3400303;534;Pirassununga;SP;Sudeste;Brasil;America do Sul;-47.04032;-22.049955
1778;3500402;Águas da Prata;3400402;541;Sao Joao da Boa Vista;SP;Sudeste;Brasil;America do Sul;-46.691666;-21.913961
1779;3500501;Águas de Lindóia;3400501;488;Amparo;SP;Sudeste;Brasil;America do Sul;-46.603672;-22.474823
1780;3500550;Águas de Santa Bárbara;3400550;494;Avare;SP;Sudeste;Brasil;America do Sul;-49.261036;-22.857954
1781;3500600;Águas de São Pedro;3400600;533;Piracicaba;SP;Sudeste;Brasil;America do Sul;-47.876087;-22.59865
1782;3500709;Agudos;3400709;498;Bauru;SP;Sudeste;Brasil;America do Sul;-49.10877;-22.571934
1783;3500758;Alambari;3400758;515;Itapetininga;SP;Sudeste;Brasil;America do Sul;-47.869057;-23.548927
1784;3500907;Altair;3400907;543;Sao Jose do Rio Preto;SP;Sudeste;Brasil;America do Sul;-49.09386;-20.533339
1785;3501004;Altinópolis;3401004;497;Batatais;SP;Sudeste;Brasil;America do Sul;-47.38625;-21.018047
1786;3501103;Alto Alegre;3401103;499;Birigui;SP;Sudeste;Brasil;America do Sul;-50.192116;-21.61254
1787;3501152;Alumínio;3401152;546;Sorocaba;SP;Sudeste;Brasil;America do Sul;-47.281258;-23.533022
1788;3501202;Álvares Florence;3401202;549;Votuporanga;SP;Sudeste;Brasil;America do Sul;-49.92025;-20.289555
1789;3501400;Álvaro de Carvalho;3401400;524;Marilia;SP;Sudeste;Brasil;America do Sul;-49.73399;-22.086525
1790;3501509;Alvinlândia;3401509;524;Marilia;SP;Sudeste;Brasil;America do Sul;-49.75853;-22.452553
1791;3501608;Americana;3401608;502;Campinas;SP;Sudeste;Brasil;America do Sul;-47.28912;-22.723244
1792;3501707;Américo Brasiliense;3401707;491;Araraquara;SP;Sudeste;Brasil;America do Sul;-48.032288;-21.722338
1793;3501806;Américo de Campos;3401806;549;Votuporanga;SP;Sudeste;Brasil;America do Sul;-49.768017;-20.289387
1794;3501905;Amparo;3401905;488;Amparo;SP;Sudeste;Brasil;America do Sul;-46.79873;-22.69913
1795;3502002;Analândia;3402002;540;Sao Carlos;SP;Sudeste;Brasil;America do Sul;-47.677956;-22.121084
1796;3502200;Angatuba;3402200;515;Itapetininga;SP;Sudeste;Brasil;America do Sul;-48.459335;-23.436842
1797;3502309;Anhembi;3402309;500;Botucatu;SP;Sudeste;Brasil;America do Sul;-48.174732;-22.800068
1798;3502507;Aparecida;3402507;511;Guaratingueta;SP;Sudeste;Brasil;America do Sul;-45.23726;-22.914114
1799;3502606;Aparecida d'Oeste;3402606;519;Jales;SP;Sudeste;Brasil;America do Sul;-50.921978;-20.478804
1800;3502705;Apiaí;3402705;504;Capao Bonito;SP;Sudeste;Brasil;America do Sul;-48.817356;-24.42147
1801;3502754;Araçariguama;3402754;546;Sorocaba;SP;Sudeste;Brasil;America do Sul;-47.072376;-23.434433
1802;3502804;Araçatuba;3402804;490;Aracatuba;SP;Sudeste;Brasil;America do Sul;-50.574497;-21.113857
1803;3502903;Araçoiaba da Serra;3402903;546;Sorocaba;SP;Sudeste;Brasil;America do Sul;-47.651527;-23.543865
1804;3503000;Aramina;3403000;517;Ituverava;SP;Sudeste;Brasil;America do Sul;-47.820644;-20.145046
1805;3503109;Arandu;3403109;494;Avare;SP;Sudeste;Brasil;America do Sul;-49.064034;-23.177696
1806;3503158;Arapeí;3403158;495;Bananal;SP;Sudeste;Brasil;America do Sul;-44.43859;-22.672913
1807;3503208;Araraquara;3403208;491;Araraquara;SP;Sudeste;Brasil;America do Sul;-48.181324;-21.791649
1808;3503307;Araras;3403307;522;Limeira;SP;Sudeste;Brasil;America do Sul;-47.323856;-22.346159
1809;3503356;Arco-Íris;3403356;548;Tupa;SP;Sudeste;Brasil;America do Sul;-50.430943;-21.76634
1810;3503406;Arealva;3403406;498;Bauru;SP;Sudeste;Brasil;America do Sul;-48.982117;-22.0762
1811;3503505;Areias;3403505;495;Bananal;SP;Sudeste;Brasil;America do Sul;-44.712353;-22.673132
1812;3503604;Areiópolis;3403604;498;Bauru;SP;Sudeste;Brasil;America do Sul;-48.652843;-22.63182
1813;3503703;Ariranha;3403703;506;Catanduva;SP;Sudeste;Brasil;America do Sul;-48.779213;-21.185665
1814;3503802;Artur Nogueira;3403802;526;Moji Mirim;SP;Sudeste;Brasil;America do Sul;-47.132153;-22.561197
1815;3503901;Arujá;3403901;512;Guarulhos;SP;Sudeste;Brasil;America do Sul;-46.31905;-23.386019
1816;3503950;Aspásia;3403950;519;Jales;SP;Sudeste;Brasil;America do Sul;-50.72803;-20.18356
1817;3504008;Assis;3404008;492;Assis;SP;Sudeste;Brasil;America do Sul;-50.42076;-22.601742
1818;3504107;Atibaia;3404107;501;Braganca Paulista;SP;Sudeste;Brasil;America do Sul;-46.58679;-23.123262
1819;3504206;Auriflama;3404206;493;Auriflama;SP;Sudeste;Brasil;America do Sul;-50.57996;-20.644142
1820;3504305;Avaí;3404305;498;Bauru;SP;Sudeste;Brasil;America do Sul;-49.31621;-22.187185
1821;3504404;Avanhandava;3404404;499;Birigui;SP;Sudeste;Brasil;America do Sul;-49.947353;-21.46054
1822;3504503;Avaré;3404503;494;Avare;SP;Sudeste;Brasil;America do Sul;-48.894016;-23.07519
1823;3504602;Bady Bassitt;3404602;543;Sao Jose do Rio Preto;SP;Sudeste;Brasil;America do Sul;-49.43762;-20.931536
1824;3504701;Balbinos;3404701;498;Bauru;SP;Sudeste;Brasil;America do Sul;-49.333084;-21.892412
1825;3504800;Bálsamo;3404800;543;Sao Jose do Rio Preto;SP;Sudeste;Brasil;America do Sul;-49.551804;-20.709564
1826;3504909;Bananal;3404909;495;Bananal;SP;Sudeste;Brasil;America do Sul;-44.33452;-22.733835
1827;3505005;Barão de Antonina;3405005;516;Itapeva;SP;Sudeste;Brasil;America do Sul;-49.571957;-23.582914
1828;3505104;Barbosa;3405104;499;Birigui;SP;Sudeste;Brasil;America do Sul;-49.92217;-21.290659
1829;3505203;Bariri;3405203;520;Jau;SP;Sudeste;Brasil;America do Sul;-48.718838;-22.066807
1830;3505302;Barra Bonita;3405302;520;Jau;SP;Sudeste;Brasil;America do Sul;-48.541748;-22.479479
1831;3505351;Barra do Chapéu;3405351;504;Capao Bonito;SP;Sudeste;Brasil;America do Sul;-49.08528;-24.443777
1832;3505401;Barra do Turvo;3405401;536;Registro;SP;Sudeste;Brasil;America do Sul;-48.42697;-24.888744
1833;3505500;Barretos;3405500;496;Barretos;SP;Sudeste;Brasil;America do Sul;-48.65195;-20.514166
1834;3505609;Barrinha;3405609;537;Ribeirao Preto;SP;Sudeste;Brasil;America do Sul;-48.095055;-21.232548
1835;3505708;Barueri;3405708;529;Osasco;SP;Sudeste;Brasil;America do Sul;-46.87725;-23.50528
1836;3505807;Bastos;3405807;548;Tupa;SP;Sudeste;Brasil;America do Sul;-50.743996;-21.950218
1837;3505906;Batatais;3405906;497;Batatais;SP;Sudeste;Brasil;America do Sul;-47.57477;-20.8678
1838;3506003;Bauru;3406003;498;Bauru;SP;Sudeste;Brasil;America do Sul;-49.126133;-22.253992
1839;3506102;Bebedouro;3406102;518;Jaboticabal;SP;Sudeste;Brasil;America do Sul;-48.51075;-20.94045
1840;3506201;Bento de Abreu;3406201;490;Aracatuba;SP;Sudeste;Brasil;America do Sul;-50.86196;-21.331755
1841;3506300;Bernardino de Campos;3406300;530;Ourinhos;SP;Sudeste;Brasil;America do Sul;-49.491898;-23.03077
1842;3506359;Bertioga;3406359;539;Santos;SP;Sudeste;Brasil;America do Sul;-46.030106;-23.759659
1843;3506409;Bilac;3406409;499;Birigui;SP;Sudeste;Brasil;America do Sul;-50.479267;-21.42779
1844;3506508;Birigui;3406508;499;Birigui;SP;Sudeste;Brasil;America do Sul;-50.35097;-21.261606
1845;3506607;BIRITIB MIRIM;3406607;525;Mogi das Cruzes;SP;Sudeste;Brasil;America do Sul;-46.021324;-23.624165
1846;3506706;Boa Esperança do Sul;3406706;491;Araraquara;SP;Sudeste;Brasil;America do Sul;-48.463593;-21.93501
1847;3506805;Bocaina;3406805;520;Jau;SP;Sudeste;Brasil;America do Sul;-48.529053;-22.10543
1848;3506904;Bofete;3406904;500;Botucatu;SP;Sudeste;Brasil;America do Sul;-48.28587;-23.12897
1849;3507001;Boituva;3407001;547;Tatui;SP;Sudeste;Brasil;America do Sul;-47.674957;-23.287584
1850;3507100;Bom Jesus dos Perdões;3407100;501;Braganca Paulista;SP;Sudeste;Brasil;America do Sul;-46.478977;-23.17252
1851;3507159;Bom Sucesso de Itararé;3407159;516;Itapeva;SP;Sudeste;Brasil;America do Sul;-49.16458;-24.315937
1852;3507209;Borá;3407209;492;Assis;SP;Sudeste;Brasil;America do Sul;-50.50213;-22.244217
1853;3507308;Boracéia;3407308;520;Jau;SP;Sudeste;Brasil;America do Sul;-48.78833;-22.170147
1854;3507407;Borborema;3407407;491;Araraquara;SP;Sudeste;Brasil;America do Sul;-49.07199;-21.610777
1855;3507456;Borebi;3407456;498;Bauru;SP;Sudeste;Brasil;America do Sul;-48.99232;-22.680668
1856;3507506;Botucatu;3407506;500;Botucatu;SP;Sudeste;Brasil;America do Sul;-48.468323;-22.863441
1857;3507605;Bragança Paulista;3407605;501;Braganca Paulista;SP;Sudeste;Brasil;America do Sul;-46.555946;-22.938354
1858;3507704;Braúna;3407704;499;Birigui;SP;Sudeste;Brasil;America do Sul;-50.339394;-21.553106
1859;3507753;Brejo Alegre;3407753;499;Birigui;SP;Sudeste;Brasil;America do Sul;-50.20978;-21.176554
1860;3507803;Brodowski;3407803;537;Ribeirao Preto;SP;Sudeste;Brasil;America do Sul;-47.627773;-21.049536
1861;3507902;Brotas;3407902;538;Rio Claro;SP;Sudeste;Brasil;America do Sul;-48.081226;-22.27329
1862;3508009;Buri;3408009;516;Itapeva;SP;Sudeste;Brasil;America do Sul;-48.575367;-23.752073
1863;3508108;Buritama;3408108;499;Birigui;SP;Sudeste;Brasil;America do Sul;-50.200222;-21.049114
1864;3508207;Buritizal;3408207;517;Ituverava;SP;Sudeste;Brasil;America do Sul;-47.692936;-20.209318
1865;3508306;Cabrália Paulista;3408306;498;Bauru;SP;Sudeste;Brasil;America do Sul;-49.37299;-22.48945
1866;3508405;Cabreúva;3408405;546;Sorocaba;SP;Sudeste;Brasil;America do Sul;-47.080204;-23.301306
1867;3508504;Caçapava;3408504;544;Sao Jose dos Campos;SP;Sudeste;Brasil;America do Sul;-45.713306;-23.103727
1868;3508603;Cachoeira Paulista;3408603;511;Guaratingueta;SP;Sudeste;Brasil;America do Sul;-44.99167;-22.702375
1869;3508702;Caconde;3408702;541;Sao Joao da Boa Vista;SP;Sudeste;Brasil;America do Sul;-46.61704;-21.539515
1870;3508801;Cafelândia;3408801;523;Lins;SP;Sudeste;Brasil;America do Sul;-49.548683;-21.731146
1871;3508900;Caiabu;3408900;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.22389;-21.949764
